id,carat,cut,color,clarity,depth,table,x,y,z,price
184545,1.06,Ideal,F,SI1,61.8,55.0,6.57,6.6,4.08,5501
126997,1.55,Very Good,F,SI1,61.1,59.0,7.39,7.51,4.55,11302
163291,1.52,Premium,G,VS1,60.5,60.0,7.41,7.37,4.46,13015
142033,1.2,Premium,E,SI1,61.6,58.0,6.85,6.75,4.19,6737
182157,1.0,Ideal,D,SI1,62.1,56.0,6.41,6.46,3.99,5748
47373,0.7,Ideal,H,VS2,61.2,55.0,5.75,5.78,3.53,2155
89361,1.03,Ideal,F,VS1,61.6,56.0,6.55,6.52,4.02,8244
94209,0.71,Very Good,G,SI2,62.4,60.0,5.68,5.74,3.56,2000
42094,1.73,Fair,I,SI1,64.6,59.0,7.54,7.5,4.87,10551
84756,1.05,Ideal,H,SI1,60.3,59.0,6.56,6.63,3.99,4637
21720,0.35,Ideal,I,VVS2,61.0,56.0,4.55,4.51,2.76,748
9512,0.51,Very Good,G,VS1,62.8,58.0,5.08,5.12,3.2,1688
163253,2.01,Premium,H,SI2,59.0,62.0,8.2,8.17,4.82,13200
77335,1.12,Ideal,F,SI1,60.9,56.0,6.79,6.74,4.1,6110
134606,0.32,Ideal,H,VVS1,62.4,56.0,4.33,4.36,2.71,936
72545,1.01,Ideal,E,IF,61.4,57.0,6.43,6.47,3.96,11500
80624,1.13,Premium,G,SI1,62.3,58.0,6.64,6.71,4.16,5739
177741,0.48,Ideal,F,VS2,61.6,55.0,5.02,5.06,3.12,1294
157251,1.01,Premium,G,VVS2,62.6,59.0,6.37,6.41,4.0,7507
177349,0.5,Very Good,F,VVS2,60.9,58.0,5.12,5.18,3.12,1976
35168,0.31,Ideal,G,SI1,62.2,54.0,4.31,4.34,2.69,593
70913,0.73,Ideal,D,SI1,61.6,56.0,5.77,5.8,3.56,2871
110258,1.12,Ideal,F,SI2,59.9,56.0,6.81,6.75,4.06,4403
168997,2.02,Premium,H,SI2,61.8,59.0,8.13,8.19,5.04,14648
37903,0.52,Very Good,E,VVS2,63.2,60.0,5.16,5.13,3.25,2367
72423,1.8,Ideal,G,SI1,61.2,57.0,7.87,7.81,4.8,15137
183183,1.01,Premium,F,SI1,61.2,59.0,6.46,6.41,3.94,4899
40106,0.57,Very Good,G,VS1,60.8,56.0,5.34,5.38,3.26,1913
122519,0.31,Very Good,G,VS2,63.0,55.0,4.34,4.37,2.74,562
91990,0.31,Ideal,F,SI2,63.0,54.0,4.31,4.34,2.73,469
83987,0.75,Ideal,I,VS2,62.4,55.0,5.8,5.84,3.63,2646
124242,1.74,Very Good,G,VS2,61.9,59.0,7.74,7.85,4.81,15030
105390,0.57,Ideal,H,SI1,62.1,55.0,5.35,5.36,3.32,1270
16625,0.72,Ideal,H,VVS2,61.1,57.0,5.81,5.74,3.53,2974
81129,0.9,Very Good,F,SI2,61.9,59.0,6.16,6.17,3.8,3437
163885,1.08,Ideal,E,VVS2,62.4,56.0,6.61,6.56,4.1,10696
72542,2.5,Very Good,H,SI2,62.8,57.0,8.68,8.58,5.44,18398
35783,0.31,Very Good,H,VS1,62.9,58.0,4.31,4.3,2.71,544
97479,0.33,Ideal,E,SI1,62.6,54.0,4.42,4.44,2.77,743
184563,0.31,Ideal,H,VVS1,62.1,55.0,4.31,4.34,2.69,749
192082,1.11,Premium,G,VS2,60.9,60.0,6.74,6.67,4.09,6822
174482,2.03,Ideal,H,SI1,62.9,56.0,8.06,8.09,5.06,18236
70954,1.03,Premium,D,SI2,61.9,59.0,6.44,6.39,3.98,4588
163626,1.08,Premium,G,SI2,62.4,59.0,6.56,6.52,4.08,4712
34429,1.0,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,4386
183883,0.52,Ideal,F,SI1,62.0,56.0,5.19,5.16,3.2,1289
62240,0.51,Ideal,H,VS1,61.1,55.0,5.17,5.2,3.17,1367
34775,2.07,Ideal,G,SI1,61.8,57.0,8.15,8.1,5.02,18113
15406,1.04,Ideal,D,SI2,62.7,56.0,6.48,6.45,4.05,4466
17343,1.22,Ideal,I,SI2,61.8,56.0,6.83,6.87,4.23,4830
182509,0.31,Ideal,E,VVS2,61.3,54.0,4.39,4.42,2.7,888
27694,0.23,Ideal,F,VVS2,62.0,57.0,3.94,3.97,2.46,582
169891,1.33,Very Good,H,SI1,61.9,59.0,7.04,7.09,4.36,7258
100193,0.26,Ideal,H,VS1,62.0,54.0,4.1,4.13,2.55,438
185492,1.21,Ideal,H,SI1,62.6,55.0,6.84,6.79,4.26,6837
29100,0.9,Good,F,SI2,62.6,61.0,6.1,6.08,3.81,3017
112107,0.9,Premium,F,SI2,62.1,58.0,6.15,6.2,3.84,3531
168720,1.01,Premium,E,SI1,62.3,58.0,6.38,6.41,3.98,4943
87257,0.91,Ideal,E,SI1,62.0,54.0,6.17,6.22,3.84,4619
17048,0.32,Ideal,E,VS2,61.3,55.0,4.41,4.42,2.71,702
192476,0.71,Ideal,E,SI2,62.0,56.0,5.75,5.73,3.55,2327
129976,0.7,Ideal,E,VS2,62.2,57.0,5.69,5.71,3.54,3310
85089,0.34,Premium,G,VS1,62.3,58.0,4.5,4.52,2.81,726
136576,0.81,Ideal,G,VS2,61.9,56.0,5.99,5.94,3.69,3107
183959,0.57,Ideal,G,SI1,61.7,56.0,5.33,5.36,3.3,1364
92504,1.12,Ideal,G,SI1,61.2,57.0,6.71,6.75,4.11,5127
134532,1.2,Very Good,H,SI1,63.2,58.0,6.75,6.72,4.26,6569
72103,0.48,Ideal,F,VVS2,61.8,55.0,5.06,5.07,3.13,1850
37907,0.38,Ideal,E,VVS1,61.0,57.0,4.74,4.71,2.87,1413
124139,0.31,Premium,E,VS2,62.6,59.0,4.3,4.33,2.7,680
32720,0.34,Ideal,F,VS2,61.9,56.0,4.46,4.48,2.77,626
190913,1.58,Ideal,J,SI2,62.7,57.0,7.41,7.43,4.65,7405
95645,0.32,Very Good,G,VS2,62.8,55.0,4.36,4.38,2.75,526
102202,0.9,Ideal,H,VS2,61.8,57.0,6.14,6.16,3.81,4389
182403,1.02,Fair,F,SI2,64.6,58.0,6.31,6.29,4.06,3754
26418,0.31,Ideal,D,VS2,62.0,53.4,4.34,4.35,2.69,781
42772,0.34,Ideal,H,VVS2,61.5,55.0,4.49,4.51,2.77,880
178893,0.31,Ideal,D,VVS2,62.0,56.0,4.37,4.34,2.7,984
2656,0.5,Good,D,SI1,63.2,56.0,5.04,5.08,3.19,1436
114590,0.33,Premium,D,VS2,60.8,58.0,4.45,4.47,2.72,742
160678,0.78,Ideal,G,SI1,62.1,56.0,5.87,5.92,3.65,3082
85564,0.51,Premium,F,SI1,62.4,59.0,5.11,5.08,3.18,1166
86276,2.01,Very Good,J,VVS2,60.6,60.0,8.11,8.18,4.91,18172
37402,0.4,Ideal,G,VVS2,61.5,56.0,4.72,4.68,2.89,1050
71150,0.82,Premium,I,VS2,62.2,60.0,5.98,5.94,3.71,2711
29285,0.51,Premium,E,VS2,61.0,58.0,5.16,5.13,3.14,1615
5751,0.3,Ideal,D,SI1,62.0,56.0,4.29,4.32,2.67,552
114265,0.7,Very Good,D,SI1,62.4,56.0,5.65,5.67,3.54,2802
27565,0.56,Ideal,E,SI2,61.4,56.0,5.31,5.34,3.27,1391
191779,0.5,Very Good,G,VVS2,63.1,57.0,5.12,5.08,3.22,1948
126308,1.26,Ideal,H,SI2,61.3,57.0,6.95,6.98,4.29,5077
72248,0.35,Ideal,E,VS2,61.6,57.0,4.52,4.54,2.79,767
86145,0.3,Ideal,J,VVS2,61.7,56.0,4.33,4.36,2.67,504
151234,0.71,Very Good,F,VS2,61.5,58.0,5.74,5.77,3.53,3369
104582,2.57,Fair,H,SI2,64.6,57.0,8.6,8.55,5.46,16942
2576,0.3,Ideal,G,VS2,61.6,56.0,4.34,4.3,2.66,675
44362,1.51,Ideal,I,SI1,62.6,57.0,7.28,7.24,4.55,9069
140254,1.02,Ideal,E,SI2,63.0,56.0,6.36,6.4,4.02,4398
187864,1.01,Ideal,G,SI1,61.6,57.0,6.45,6.48,3.98,5364
131364,1.51,Ideal,G,VS2,62.4,55.0,7.38,7.33,4.58,13777
140352,0.39,Ideal,F,VVS2,62.4,55.0,4.67,4.64,2.91,929
172860,1.01,Very Good,D,SI2,61.6,59.0,6.42,6.4,3.95,4916
187660,1.7,Very Good,H,VS2,63.2,60.0,7.54,7.5,4.76,12361
136443,1.61,Premium,H,SI2,61.0,59.0,7.59,7.52,4.61,8869
4819,0.71,Premium,E,VS1,61.6,58.0,5.68,5.73,3.51,2939
96829,0.31,Premium,F,VS2,62.1,58.0,4.34,4.38,2.71,625
179216,0.95,Very Good,F,SI1,63.5,57.0,6.25,6.23,3.96,3643
17822,1.0,Ideal,G,VS2,62.8,57.0,6.44,6.34,4.01,5860
50710,0.77,Premium,F,SI2,62.5,59.0,5.83,5.8,3.63,2298
25966,0.34,Ideal,G,VS2,61.9,56.0,4.49,4.47,2.77,596
10104,1.24,Premium,G,VS2,62.3,58.0,6.88,6.82,4.27,8415
41307,1.53,Premium,H,VS2,62.2,62.0,7.28,7.36,4.56,10200
164807,1.53,Ideal,H,SI1,62.3,55.0,7.38,7.33,4.6,8525
190203,0.39,Ideal,G,VS1,61.0,57.0,4.7,4.73,2.88,829
24656,0.39,Ideal,F,VVS1,61.7,56.0,4.73,4.73,2.92,1116
28293,0.71,Ideal,H,SI1,61.0,57.0,5.75,5.77,3.51,2313
69756,0.82,Ideal,G,SI1,61.2,55.0,6.02,6.05,3.68,2898
137955,1.01,Premium,F,SI1,62.7,59.0,6.38,6.35,3.99,5013
188999,0.3,Premium,I,SI1,61.3,58.0,4.32,4.29,2.64,506
168079,1.5,Premium,E,SI1,62.3,60.0,7.28,7.31,4.54,10365
11764,0.3,Ideal,I,VS1,62.4,54.0,4.31,4.35,2.7,521
169069,0.41,Ideal,F,SI1,62.4,54.0,4.79,4.81,2.99,871
31185,0.3,Ideal,G,VVS1,61.9,55.0,4.35,4.36,2.7,814
149268,1.55,Ideal,G,VS2,61.9,57.0,7.43,7.39,4.59,12403
187673,1.2,Ideal,H,SI1,61.6,56.0,6.88,6.74,4.2,6455
70265,1.51,Premium,H,SI2,60.2,60.0,7.43,7.38,4.47,10521
117430,0.72,Very Good,E,VS1,59.4,58.0,5.83,5.86,3.49,3145
54155,0.9,Good,G,SI1,63.9,57.0,6.07,6.04,3.87,3427
90111,0.3,Ideal,E,VS1,61.6,56.0,4.29,4.35,2.66,692
1096,0.56,Premium,H,SI1,62.2,58.0,5.27,5.22,3.26,1163
19126,1.5,Good,J,VS2,63.7,60.0,7.18,7.09,4.55,6366
86969,1.06,Ideal,E,SI1,62.0,56.0,6.52,6.55,4.05,5330
42721,0.52,Ideal,G,VS1,61.6,56.0,5.17,5.18,3.19,1814
178926,0.41,Premium,F,VS1,60.2,60.0,4.83,4.78,2.9,1007
179055,1.01,Good,F,SI1,61.8,65.0,6.4,6.37,3.93,4805
61891,1.21,Ideal,H,SI2,62.7,56.0,6.82,6.78,4.26,5367
107435,0.41,Very Good,D,SI2,63.4,58.0,4.73,4.7,2.99,841
187253,2.01,Premium,G,SI2,59.5,60.0,8.18,8.15,4.82,16123
134095,0.34,Ideal,G,VS2,62.1,55.0,4.48,4.45,2.77,765
186614,0.34,Ideal,G,VVS1,61.4,56.0,4.52,4.55,2.78,891
52449,1.51,Ideal,G,VS2,61.4,57.0,7.45,7.32,4.53,12907
147822,1.02,Premium,G,VVS2,59.5,59.0,6.58,6.53,3.9,7953
185854,2.11,Ideal,G,SI2,61.0,55.0,8.38,8.3,5.07,18113
121428,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.24,2.66,665
170320,2.01,Very Good,E,SI2,59.4,54.0,8.19,8.2,4.85,16064
192846,1.0,Ideal,F,VS1,62.0,56.0,6.39,6.35,3.95,7504
124592,0.41,Ideal,E,VS1,61.8,57.0,4.79,4.77,2.96,1153
49326,1.01,Ideal,G,VS1,63.0,57.0,6.34,6.39,4.01,6058
112590,0.31,Ideal,D,SI1,61.5,56.0,4.37,4.39,2.69,571
120171,0.79,Ideal,J,SI2,61.4,56.0,5.92,5.95,3.65,1163
53490,1.01,Ideal,H,VS2,62.2,53.0,6.34,6.41,3.97,5430
183933,0.72,Premium,E,VS2,61.3,58.0,5.78,5.74,3.53,2753
7447,0.53,Ideal,E,VS2,62.5,55.0,5.16,5.17,3.23,1708
132189,0.5,Premium,G,SI1,60.6,60.0,5.16,5.2,3.14,1279
81836,0.53,Ideal,F,VS2,62.3,55.0,5.19,5.22,3.24,1634
93856,1.21,Very Good,D,SI1,61.2,58.0,6.91,6.83,4.2,7137
44084,0.44,Very Good,D,VS1,62.9,58.0,4.84,4.87,3.05,1111
89861,2.01,Premium,H,SI2,61.6,58.0,8.12,8.17,5.01,16499
50921,1.01,Good,D,SI1,63.7,59.0,6.33,6.28,4.02,5701
160578,1.06,Premium,F,SI1,62.3,56.0,6.54,6.5,4.06,5488
76092,0.55,Very Good,D,SI1,59.0,62.0,5.36,5.4,3.16,1614
74424,0.7,Ideal,I,VS1,63.5,54.0,5.6,5.64,3.57,2142
76594,1.19,Ideal,G,VVS1,61.7,56.0,6.82,6.79,4.2,10304
59176,0.72,Premium,F,VS2,61.7,58.0,5.73,5.77,3.55,2879
42846,0.53,Ideal,G,VS1,61.7,54.0,5.2,5.23,3.22,1781
96350,0.9,Very Good,F,SI1,63.2,56.0,6.09,6.16,3.87,4642
93022,0.39,Premium,I,VS2,62.2,60.0,4.7,4.67,2.91,812
81518,0.51,Very Good,E,SI2,61.5,58.0,5.12,5.16,3.16,1265
95289,0.3,Premium,F,VS2,60.4,59.0,4.34,4.38,2.63,640
89429,1.24,Ideal,H,SI1,62.2,57.0,6.9,6.88,4.28,6586
47542,0.91,Very Good,I,VS1,61.1,58.0,6.2,6.23,3.8,3763
80749,1.03,Ideal,F,VS1,61.9,57.0,6.46,6.49,4.01,7209
1892,0.31,Ideal,E,VS2,62.8,56.0,4.37,4.33,2.73,872
136627,1.0,Premium,G,SI2,60.7,59.0,6.48,6.41,3.92,4344
106260,1.2,Good,I,SI1,63.3,58.0,6.77,6.73,4.28,5351
153551,0.32,Very Good,G,VS2,62.3,59.0,4.37,4.39,2.73,559
47919,1.01,Very Good,H,SI1,63.1,56.0,6.34,6.38,4.01,4369
159243,1.0,Premium,E,SI2,58.2,61.0,6.62,6.57,3.83,5373
94689,1.0,Good,F,SI1,57.9,62.0,6.62,6.53,3.76,4472
90519,0.32,Ideal,F,VS1,61.9,55.0,4.4,4.43,2.73,730
20407,1.2,Ideal,F,SI1,61.7,57.0,6.88,6.84,4.23,8426
152769,0.42,Ideal,F,VS1,62.5,55.0,4.8,4.81,3.0,1031
10076,0.59,Ideal,H,VVS2,62.2,54.0,5.35,5.39,3.34,1935
52143,1.06,Ideal,G,VS2,61.4,56.0,6.56,6.58,4.04,6415
67750,0.9,Premium,I,VS2,61.8,62.0,6.15,6.18,3.81,3478
52347,0.31,Very Good,E,VS2,62.2,59.0,4.28,4.33,2.68,680
159993,0.55,Premium,G,SI2,59.0,62.0,5.26,5.24,3.11,1055
192742,0.35,Ideal,G,IF,61.2,56.0,4.57,4.6,2.81,1116
49149,1.01,Premium,G,VS1,60.1,58.0,6.56,6.52,3.93,7026
178398,0.39,Very Good,E,VVS2,61.1,60.0,4.66,4.68,2.85,1205
50806,1.0,Premium,F,SI2,61.8,59.0,6.34,6.38,3.93,4172
83262,0.53,Ideal,E,SI1,62.7,54.0,5.19,5.16,3.25,1433
160239,0.4,Ideal,J,VS1,62.2,57.0,4.7,4.71,2.93,990
168670,0.73,Premium,F,SI1,61.6,56.0,5.83,5.77,3.57,2224
39818,0.32,Ideal,G,VS1,62.0,56.0,4.37,4.39,2.72,645
105567,1.0,Good,F,SI2,64.3,58.0,6.27,6.32,4.04,3825
138026,0.41,Ideal,E,VS2,62.5,57.0,4.78,4.72,2.97,1024
173529,0.24,Ideal,F,VS1,61.8,57.0,3.99,4.03,2.47,417
167401,1.01,Very Good,D,SI2,61.8,58.0,6.42,6.46,3.98,7240
56852,0.7,Ideal,F,SI1,61.3,57.0,5.74,5.78,3.53,2721
183876,0.7,Premium,H,VS2,60.6,59.0,5.71,5.67,3.46,2375
91842,1.51,Very Good,E,SI1,63.5,56.0,7.25,7.2,4.59,9996
177849,0.54,Ideal,G,VS2,61.8,56.0,5.28,5.22,3.24,1630
84763,1.23,Ideal,E,SI1,62.0,58.0,6.88,6.9,4.26,7550
80460,0.56,Ideal,D,VS2,61.4,56.0,5.3,5.35,3.27,2329
43415,0.73,Premium,G,VS2,60.2,58.0,5.83,5.81,3.51,2770
176141,0.51,Premium,D,VS2,59.3,58.0,5.26,5.29,3.11,1787
156898,0.3,Ideal,G,VVS1,62.5,55.0,4.28,4.32,2.68,752
21617,1.51,Premium,I,SI1,60.5,59.0,7.53,7.44,4.52,10091
49009,0.51,Ideal,G,VS1,61.9,56.0,5.18,5.15,3.2,1819
77950,0.3,Ideal,D,VS2,62.6,54.0,4.34,4.3,2.7,911
168794,1.13,Premium,G,VS2,62.0,59.0,6.7,6.68,4.14,7177
72042,1.02,Premium,D,SI1,62.1,58.0,6.48,6.45,4.02,5654
11594,1.04,Very Good,H,VS1,62.0,62.0,6.44,6.48,4.0,5317
110828,1.01,Premium,G,SI2,62.4,58.0,6.36,6.37,3.97,4209
191543,0.8,Ideal,G,SI2,61.9,55.0,5.95,5.98,3.69,2252
1604,0.41,Premium,J,VVS1,61.6,59.0,4.73,4.76,2.92,827
21013,0.53,Ideal,H,VS2,62.7,57.0,5.14,5.19,3.24,1417
7403,0.33,Ideal,G,VS2,61.9,56.0,4.43,4.4,2.74,579
144534,0.5,Good,G,SI1,64.2,55.0,5.01,5.03,3.24,1110
126607,1.02,Ideal,G,SI1,61.7,58.0,6.47,6.42,3.98,5456
143481,0.31,Ideal,J,VS2,61.6,56.0,4.35,4.42,2.7,393
43299,0.54,Ideal,E,VS2,61.3,57.0,5.23,5.26,3.22,1754
108196,1.19,Premium,G,VS2,62.2,58.0,6.82,6.78,4.22,7972
108805,0.3,Ideal,H,VS1,61.4,55.0,4.37,4.3,2.66,675
119399,1.04,Ideal,I,SI1,61.4,57.0,6.55,6.52,4.01,4195
115812,1.61,Good,H,SI1,63.6,57.0,7.46,7.41,4.75,9792
26216,2.03,Ideal,J,VS2,61.8,55.0,8.19,8.14,5.05,13462
49145,0.3,Ideal,E,VS2,61.4,55.0,4.34,4.37,2.67,837
843,1.05,Very Good,I,VS1,63.0,56.0,6.49,6.45,4.07,4579
22322,1.07,Very Good,E,SI2,63.0,56.0,6.54,6.48,4.09,4477
150676,2.05,Ideal,J,VVS2,61.9,57.0,8.14,8.23,5.06,14027
57679,1.04,Ideal,G,VS2,62.0,56.0,6.49,6.46,4.02,6610
160210,0.41,Premium,E,SI1,62.3,60.0,4.72,4.76,2.96,772
127377,0.5,Ideal,F,VVS1,61.5,56.0,5.09,5.12,3.14,2164
138365,1.08,Premium,D,SI1,61.5,57.0,6.56,6.63,4.06,6256
143678,1.19,Premium,D,SI2,60.2,57.0,6.9,6.83,4.14,5570
60740,0.7,Good,D,VS1,63.8,57.0,5.61,5.58,3.58,2898
35971,0.9,Very Good,E,SI1,62.1,59.0,6.14,6.17,3.82,4311
64276,0.51,Ideal,G,VS2,62.0,56.0,5.1,5.13,3.17,1417
175500,0.37,Premium,F,VS2,60.4,58.0,4.63,4.66,2.81,746
171809,0.7,Ideal,G,SI1,62.6,57.0,5.6,5.65,3.51,2239
112936,1.02,Ideal,D,SI1,62.4,55.0,6.46,6.44,4.02,6324
158161,0.32,Premium,E,VS1,60.9,58.0,4.41,4.44,2.69,863
119738,0.7,Ideal,G,SI1,61.6,55.0,5.69,5.73,3.52,2539
68176,1.01,Good,H,SI2,63.7,59.0,6.38,6.32,4.05,4242
127269,0.7,Good,E,SI2,61.1,57.0,5.72,5.75,3.5,2026
57704,1.02,Premium,G,SI2,59.6,60.0,6.58,6.45,3.88,4313
113887,0.31,Ideal,D,VVS1,61.9,56.0,4.34,4.39,2.7,838
136258,0.7,Ideal,G,SI1,62.1,55.0,5.64,5.71,3.52,2536
27865,0.81,Premium,F,VVS2,61.9,58.0,5.99,5.96,3.69,5174
110626,1.0,Fair,I,VS2,67.2,57.0,6.21,6.11,4.12,3109
66321,1.21,Very Good,F,VS2,62.7,57.0,6.72,6.79,4.23,8688
48205,0.5,Ideal,E,VS2,60.7,56.0,5.09,5.12,3.09,1621
121240,0.31,Premium,H,VS1,62.4,57.0,4.34,4.31,2.7,698
168100,0.33,Ideal,I,VVS1,61.3,55.0,4.45,4.43,2.72,579
104308,0.31,Very Good,I,VS2,62.3,55.0,4.34,4.38,2.71,435
181233,0.57,Ideal,D,VS2,61.5,56.0,5.32,5.35,3.28,1924
31371,1.51,Good,H,SI2,63.3,57.0,7.27,7.23,4.59,7495
146894,1.02,Good,E,SI1,64.0,60.0,6.34,6.28,4.04,5840
44173,1.23,Ideal,G,VVS2,61.2,56.0,6.91,6.95,4.25,11188
7224,1.03,Ideal,D,VS2,61.3,55.0,6.55,6.49,4.0,7906
14828,0.9,Premium,I,VS1,61.7,60.0,6.23,6.19,3.84,3770
28786,0.56,Ideal,E,VVS1,61.0,57.0,5.3,5.34,3.25,2008
157237,0.3,Premium,E,VS2,61.8,58.0,4.27,4.3,2.65,844
167034,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,645
102697,0.41,Very Good,G,VS1,62.0,57.0,4.74,4.76,2.95,1087
37707,0.52,Ideal,D,VS2,62.0,55.0,5.15,5.18,3.2,1834
39286,1.0,Good,H,SI1,63.6,60.0,6.21,6.26,3.96,3620
84513,0.56,Premium,D,VS2,63.0,57.0,5.28,5.25,3.32,1672
81221,0.59,Ideal,D,VS2,61.9,57.0,5.36,5.4,3.33,1863
121745,0.36,Ideal,E,IF,61.4,55.0,4.56,4.59,2.81,1300
13739,0.34,Ideal,D,SI1,61.5,55.0,4.52,4.49,2.77,876
35791,0.5,Good,D,VS1,63.4,58.0,5.0,5.03,3.18,1744
180222,1.05,Ideal,H,SI1,62.0,56.0,6.51,6.54,4.04,5174
173114,0.27,Ideal,G,VS2,61.7,55.0,4.17,4.2,2.57,358
71811,0.9,Premium,D,SI2,61.9,57.0,6.19,6.22,3.84,3671
141374,0.58,Ideal,E,VS2,60.3,55.0,5.4,5.45,3.27,1758
29051,0.71,Ideal,G,VS2,61.4,56.0,5.71,5.74,3.51,2680
8307,0.31,Ideal,H,VVS2,61.9,57.0,4.3,4.34,2.68,625
187640,0.9,Good,G,SI1,63.9,58.0,6.06,6.09,3.88,3626
48287,0.3,Ideal,G,VVS1,60.4,58.0,4.28,4.37,2.61,764
57297,0.71,Premium,D,VS2,60.9,58.0,5.76,5.79,3.51,2897
126027,0.9,Premium,H,SI2,62.2,62.0,6.11,6.03,3.77,3261
16849,1.51,Very Good,E,SI1,62.5,58.0,7.34,7.38,4.6,11554
49973,0.33,Premium,D,VS2,59.8,60.0,4.5,4.44,2.68,1002
68068,0.53,Very Good,G,VS1,62.8,59.0,5.18,5.15,3.24,1595
32668,1.2,Ideal,D,SI2,62.5,57.0,6.9,6.82,4.28,6300
87525,1.3,Premium,D,SI2,61.7,59.0,7.03,6.97,4.31,6619
155896,0.38,Ideal,E,SI1,61.2,56.0,4.68,4.72,2.88,838
188832,2.1,Very Good,E,SI2,59.7,59.0,8.34,8.41,4.97,15864
139786,0.53,Ideal,F,SI2,61.8,56.0,5.26,5.23,3.24,1202
160682,1.0,Premium,I,VS2,62.7,59.0,6.34,6.3,3.96,4175
173879,0.38,Ideal,F,SI2,61.7,55.0,4.67,4.69,2.89,550
19819,0.3,Ideal,H,IF,61.2,56.0,4.34,4.37,2.67,764
15023,0.3,Ideal,G,IF,62.1,56.0,4.32,4.35,2.69,863
86316,0.7,Ideal,F,VS2,60.9,57.0,5.79,5.77,3.52,2929
169405,1.2,Premium,I,VS2,60.2,58.0,6.86,6.89,4.14,5178
16553,1.01,Very Good,G,SI2,61.6,54.0,6.42,6.45,3.97,4260
1209,0.7,Good,I,VS1,63.8,57.0,5.59,5.64,3.59,2048
143442,1.7,Very Good,G,VS1,62.8,57.0,7.63,7.59,4.78,18115
89968,0.8,Premium,G,VS2,60.5,59.0,6.03,5.97,3.63,3656
14111,0.32,Ideal,E,IF,61.8,56.0,4.35,4.38,2.7,1018
20957,0.72,Very Good,G,VS1,61.8,58.0,5.74,5.77,3.55,2803
178149,0.31,Ideal,G,SI1,62.6,56.0,4.29,4.31,2.7,523
73110,0.31,Ideal,E,VS1,62.7,55.0,4.35,4.33,2.72,651
80884,0.51,Ideal,G,VS2,60.5,56.0,5.16,5.21,3.13,1454
7792,2.01,Good,H,SI1,64.1,58.0,7.86,7.94,5.05,16900
101221,0.71,Premium,E,SI2,61.8,58.0,5.7,5.74,3.54,2392
165422,0.9,Very Good,G,SI1,63.2,58.0,6.04,6.07,3.83,3786
189272,0.7,Very Good,G,VVS2,60.5,60.0,5.74,5.77,3.49,2935
150420,0.42,Premium,F,SI1,62.4,58.0,4.81,4.79,2.99,966
126423,1.5,Fair,I,SI1,64.6,60.0,7.1,7.07,4.62,7775
100021,1.0,Very Good,H,SI1,62.8,59.0,6.3,6.35,3.97,4900
131403,0.7,Very Good,E,SI2,60.0,58.0,5.7,5.82,3.46,2353
79077,0.9,Very Good,H,SI2,62.1,60.0,6.11,6.07,3.79,3582
147071,1.0,Very Good,H,SI1,63.6,58.0,6.33,6.37,4.04,4435
174367,0.71,Ideal,E,VS2,61.8,55.0,5.73,5.75,3.55,2750
88823,0.9,Very Good,D,SI1,63.1,58.0,6.12,6.01,3.83,3798
101934,0.41,Premium,G,VS2,62.7,58.0,4.71,4.7,2.94,827
41280,1.2,Ideal,H,SI1,62.8,57.0,6.75,6.79,4.25,7870
92856,0.41,Ideal,E,VS2,62.7,55.0,4.74,4.78,2.98,999
159963,0.42,Ideal,E,VVS1,61.7,56.0,4.78,4.85,2.97,1300
142730,0.57,Ideal,D,VS2,61.3,56.0,5.31,5.34,3.28,1932
104541,1.06,Ideal,H,SI1,61.9,56.0,6.56,6.53,4.06,5684
53335,0.33,Very Good,F,VS2,62.6,59.0,4.4,4.43,2.76,666
120210,0.43,Very Good,D,SI2,61.9,60.0,4.83,4.79,2.98,705
172566,1.01,Premium,H,VS1,61.7,59.0,6.44,6.39,3.96,5690
71676,1.0,Premium,E,VS2,62.7,59.0,6.39,6.36,3.99,6319
95505,1.01,Good,E,SI2,63.4,57.0,6.31,6.38,4.02,4540
92767,1.52,Premium,E,SI2,60.7,61.0,7.42,7.39,4.5,9505
114943,0.31,Premium,J,VS1,61.6,59.0,4.29,4.34,2.66,408
188319,0.53,Ideal,F,VS1,62.9,56.0,5.15,5.18,3.25,1683
26543,0.51,Premium,G,VS1,62.3,58.0,5.11,5.08,3.18,1698
76419,0.41,Very Good,G,VS1,61.1,60.0,4.77,4.81,2.92,931
107738,0.3,Ideal,E,VS2,62.0,56.0,4.34,4.3,2.68,844
137472,1.22,Very Good,I,SI1,62.2,61.0,6.77,6.74,4.21,5364
145647,1.23,Premium,I,SI1,62.1,59.0,6.87,6.8,4.24,5842
49089,1.06,Very Good,D,SI1,59.4,60.0,6.65,6.66,3.91,5955
64339,1.5,Good,F,I1,60.3,64.0,7.18,7.25,4.38,5892
112359,0.32,Ideal,D,SI1,61.7,56.0,4.42,4.39,2.72,756
93064,1.14,Ideal,E,VS1,62.0,56.0,6.73,6.7,4.17,9060
13301,0.52,Very Good,G,VS2,62.6,55.0,5.13,5.16,3.22,1336
126850,1.11,Premium,H,VS2,61.4,60.0,6.69,6.64,4.09,6284
182032,1.1,Very Good,H,SI1,61.9,59.0,6.56,6.59,4.07,5398
